Norte;Este ;Muestra;zona;MgO;Al2O3;SiO2;P2O5;S;Cl;K2O;CaO;TiO2;V;Cr;MnO;Fe;Co;Ni;Cu;Zn;As;Se;Rb;Sr;Y;Zr;Nb;Mo;Ag;Cd;Sn;Ba;La;Ce;Hf;Ta;W;Au;Hg;Tl;Pb;Bi;Th;U
6983128;359532;81;3;2.174;2.055;5.572;0.002;0;0.007;0.052;0.046;0.252;0.204;0;0.116;47.94;0.292;0.049;0.037;0;0;0;0.032;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0.005;0;0;0.085;0.081;0;0
6983046;359684;82;3;1.804;4.726;11.864;0.153;1.141;0.086;0.157;0.855;0;0.114;0.011;0.165;48.669;0.473;0.051;0.111;0.009;0;0;0.027;0;0;0;0;0;0;0.004;0;0;0;0;0;0;0.002;0;0;0;0.075;0.066;0;0
6983065;359691;83;3;2.445;1.882;3.619;0.158;0;0;0.074;0.309;0;0.162;0;0.144;49.662;0.322;0.066;0.014;0;0;0;0.035;0;0;0;0;0.011;0;0;0;0;0;0;0;0;0;0;0;0;0.091;0.088;0;0
6983084;359696;84;3;2.329;1.681;3.907;0;0.008;0.076;0.053;0.124;0;0.135;0;0.111;40.714;0;0.052;0.019;0.005;0;0;0.024;0;0;0;0;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0.075;0.06;0;0
6983201;359787;85;3;2.909;6.197;40.869;0.156;0.744;0.075;1.535;1.381;0.243;0.106;0;0.107;33.866;0.219;0.036;0.021;0.003;0;0;0.016;0;0.002;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034;0.023;0;0
6966868;363819;86;4;1.987;3.562;4.903;0.122;0.049;0.008;0.066;19.237;0;0;0.028;2.033;52.174;0.519;0.029;0.214;0.002;0;0;0.013;0;0;0.002;0;0;0;0.003;0;0;0;0;0;0;0;0;0.008;0.005;0.031;0.033;0;0
6967950;362975;87;4;1.564;0.528;2.34;19.89;0;0.254;0;34.945;0.016;0;0;0.007;1.86;0.022;0.002;1.393;0.001;0.003;0;0;0.032;0.012;0.003;0.001;0.003;0;0;0;0.034;0;0;0.013;0;0;0;0;0;0;0;0;0
6966361;363907;88;4;0;0.561;90.589;0.126;0.143;0.079;0.051;0.442;0.003;0.007;0.001;0.005;0.192;0;0;0.004;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6966361;363907;88;4;1.328;2.152;88.04;0.108;0.15;0.054;0.556;0.413;0.013;0.003;0.003;0.004;1.361;0;0;0.02;0.001;0.002;0;0.001;0;0;0.001;0;0.005;0;0.003;0;0;0;0;0;0;0;0;0.008;0.005;0.031;0.033;0;0
6965788;362640;89;4;0;2.592;46.75;0.376;25.887;0.08;0.445;1.752;0;0.005;0;0.019;18.871;0;0.006;0.205;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006;0;0;0
6965788;362640;89;4;0;1.473;59.577;0.066;5.794;0.067;0.153;1.06;0.007;0.022;0;0.038;4.779;0;0.01;9.193;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007;0
6966361;363907;90;4;0;0.521;54.819;0.142;0.193;0.176;0.059;0.444;0.003;0.001;0;0.128;1.034;0.008;0.005;5.296;0;0.001;0.001;0;0;0.001;0;0;0;0.001;0;0;0;0;0;0.079;0;0;0;0;0;0;0;0.005;0
6966361;363907;90;4;2.313;1.079;9.176;0;2.651;0.17;0;13.057;0.016;0.006;0.004;4.253;0.131;1.274;0.056;3.949;0;0;0;0;0.003;0;0;0;0.003;0;0;0.018;0;0;0;0.01;0;0;0;0;0;0;0;0;0
6966361;363907;90;4;0;0.758;67.181;0.091;0.165;0.088;0.039;0.399;0;0.035;0.01;1.707;8.092;0.141;0.021;1.742;0;0.001;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0.004;0;0;0;0;0;0;0;0;0
6966361;363907;90;4;1.511;1.357;11.636;0.173;0.233;0.056;0;32.65;0;0.013;0;0.689;26.424;0.027;0;1.102;0.002;0;0;0.001;0.002;0.003;0;0;0;0;0;0;0.03;0;0;0.002;0;0;0;0.006;0.004;0.005;0.005;0;0
6967950;362975;91;4;3.893;6.109;19.998;0.623;0;0.614;0.583;2.678;0.523;0.222;0;0.09;35.612;0.237;0.047;0.399;0.004;0;0;0.018;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0.057;0.044;0;0
6967900;362933;92;4;1.96;4.006;14.918;0.052;0.684;0.038;0.081;1.995;0.527;0.195;0;0.089;36.396;0.057;0.043;0.237;0.005;0;0;0.019;0;0;0;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0.06;0.04;0;0
6967900;362933;92;4;3.132;7.518;33.48;0.589;0.05;0.001;0.242;11.486;0.181;0.147;0;0.206;38.968;0.299;0.005;1.217;0.004;0;0;0.006;0;0.003;0;0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0.022;0.02;0.007;0
6965788;362640;93;4;1.603;2.472;9.612;0;0;0;0.025;0.788;0;0.001;0;0.154;39.362;0.012;0.023;2.572;0.001;0;0;0.021;0;0;0;0;0.005;0;0.001;0;0;0;0;0;0;0;0;0;0;0.075;0.058;0;0
6965788;362640;93;4;1.362;2.318;9.21;0.001;0.194;0.026;0.064;1.296;0;0;0;0.158;35.215;0;0.028;0.552;0.003;0;0;0.016;0;0;0;0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0.062;0.043;0;0
6966050;363470;94;4;0.955;0.529;82.933;0.117;0.164;0.052;0.055;0.552;0.013;0.003;0;0.004;0.821;0;0;0.02;0;0;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6968255;363160;95;4;3.446;3.513;5.981;0.806;0.067;0.075;0;23.687;0.034;0.033;0;0.107;48.684;0.366;0.039;0.157;0.004;0;0;0.007;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012;0.011;0.023;0.025;0;0
6967523;363846;96;4;1.276;1.809;27.889;0.047;0.17;0.039;0.122;0.965;0;0.045;0;0.049;26.107;0;0.015;0.319;0.002;0;0.003;0.006;0;0;0;0;0.01;0;0.002;0;0;0;0;0.002;0;0;0;0;0;0.025;0.013;0;0
6968151;362191;97;4;1.631;2.183;13.93;0.695;0.35;0.069;0;31.907;0.067;0.086;0;0.381;6.025;0;0;0.049;0.002;0.001;0;0;0.005;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6968151;362191;97;4;2.577;4.678;13.729;0.294;2.164;0.103;0.135;3.367;0;0.071;0.034;0.115;46.498;0.338;0.05;0.187;0.007;0;0;0.022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.068;0.058;0;0
6966991;363504;98;4;2.009;0.971;15.661;0.083;0.038;0.014;0.002;3.191;0;0.018;0;0.084;30.467;0;0.052;0.018;0;0;0;0.009;0;0;0;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0.038;0.024;0;0
6968205;362229;99;4;3.062;3.271;13.168;0.051;0.086;0.071;0.025;11.553;0.197;0.218;0.138;0.11;51.933;0.525;0.071;0.046;0.004;0;0;0.019;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0;0;0.005;0.005;0.045;0.051;0;0
6968218;362193;100;4;2.948;3.673;19.48;0.061;0.142;0.017;0.112;1.48;0.345;0.222;0;0.097;35.992;0.079;0.077;0.046;0.005;0;0;0.018;0;0;0;0;0;0;0.005;0;0;0;0;0;0.003;0;0;0;0;0.065;0.042;0;0
6968218;362193;100;4;8.535;3.705;40.488;0.107;0.309;0.028;0.138;6.612;0.309;0.085;0;0.094;24.662;0.107;0.029;0.028;0.005;0;0;0.004;0;0.003;0;0;0;0;0.002;0;0;0;0;0;0.003;0;0;0;0;0.017;0.01;0;0
6968201;362200;101;4;8.227;0.568;34.074;0.101;0.143;0.07;0;7.687;0.039;0;0;0.034;3.026;0;0.006;0.011;0.002;0;0;0;0;0.006;0.002;0;0;0;0;0.014;0;0;0;0;0;0;0;0;0;0;0;0;0
6968201;362200;101;4;9.615;1.758;42.001;0.141;0.198;0.029;0.013;8.956;0.064;0.034;0;0.144;8.027;0;0.008;0.018;0.004;0;0;0;0;0.005;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6968201;362200;101;4;6.362;0.677;25.826;0;2.474;0.042;0;6.015;0.14;0.05;0;0.046;12.022;0;0.021;0.014;0.002;0;0;0.001;0;0.007;0;0;0;0;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0
6967507;363141;102;4;1.882;4.207;16.894;1.257;0.822;0.036;0.215;4.121;0.138;0.01;0;0.102;37.534;0.107;0.069;0.067;0.006;0;0;0.016;0;0.008;0.002;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0.053;0.037;0;0
6967520;363012;103;4;2.104;0.971;3.922;0.119;0;0.14;0;19.694;0;0.018;0;0.163;20.488;0;0.014;0.17;0.003;0.004;0;0.002;0;0.002;0.002;0;0.042;0;0.001;0;0;0;0;0.002;0;0;0;0;0.003;0.012;0.007;0;0
6967796;363383;104;4;0;0.756;51.153;0.053;0.224;0.02;0.025;0.378;0;0.032;0;0.054;21.362;0.013;0.004;0.276;0.002;0.006;0.001;0.002;0;0;0;0;0.013;0;0;0;0;0;0;0.002;0.001;0;0;0;0;0.012;0.007;0;0
6967400;363258;105;4;2.864;1.222;3.844;0.096;0.015;0.04;0;15.094;0.053;0.002;0;0.578;22.123;0;0.015;0.128;0.003;0;0;0.003;0.004;0.003;0.002;0;0.008;0;0.005;0;0;0;0;0;0;0;0.002;0.004;0.004;0.012;0.008;0;0
6968211;362167;106;4;1.174;1.158;34.722;1.073;0;0.075;0.012;2.323;0.005;0.012;0;0.068;20.401;0;0.021;0.116;0.006;0;0;0.004;0;0.002;0;0;0;0;0.007;0;0;0;0;0;0;0;0;0;0;0.021;0.006;0;0
6968160;362108;107;4;1.654;3.686;21.634;0.52;0.668;0.254;0.148;1.93;0.148;0.159;0;0.092;35.645;0.147;0.046;0.241;0.011;0;0;0.017;0;0;0.002;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0.058;0.042;0;0
6968022;363024;108;4;1.59;1.623;11.663;1.6;4.897;0.21;0;23.224;0.031;0.016;0;0.016;9.43;0;0.012;0.202;0.001;0.001;0;0;0.019;0.007;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6967916;362286;109;4;7.259;3.086;43.131;1.784;0.187;0.101;0.69;10.494;0.086;0.025;0;0.083;7.706;0;0.008;0.019;0.004;0.003;0;0;0.002;0.009;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6966881;363527;110;4;1.716;4.475;28.349;0.922;0;0.025;0.094;2.482;0.133;0.156;0;0.105;38.603;0.297;0.096;0.398;0.004;0;0;0.017;0;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052;0.042;0;0
6965863;362941;111;4;1.337;3.888;29.421;0.982;0.041;0.028;0.058;1.016;0.057;0.036;0.024;3.579;23.726;0.551;0.059;21.739;0;0.046;0;0.004;0;0.004;0.002;0;0.043;0;0;0;0;0;0;0;0;0;0;0;0;0.021;0.01;0.011;0.006
6965863;362941;111;4;0;1.261;81.057;0.076;1.194;0.047;0.168;0.464;0.066;0.011;0.011;2.324;5.595;0.01;0.01;0.388;0.002;0.028;0;0;0.008;0;0.003;0;0.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6967899;362308;112;4;2.412;1.027;3.689;0;0.088;0.072;0.035;0.629;0.223;0.087;0;0.042;14.396;0;0.073;0.061;0.006;0;0;0.008;0;0;0;0;0;0.009;0;0;0;0;0;0.001;0;0;0;0;0;0.03;0.012;0;0
6968169;362095;113;4;2.758;5.163;21.324;1.858;0;0.031;0.125;6.5;0.106;0.127;0;0.104;33.491;0.118;0.044;0.06;0.006;0;0;0.009;0;0.013;0.002;0.001;0;0;0;0;0;0;0;0;0.003;0;0;0;0;0.035;0.021;0;0
6967047;363911;114;4;1.786;0.985;35.239;0.045;0;0.027;0;3.644;0;0;0;0.094;20.182;0;0.019;0.087;0.003;0;0;0.003;0;0.002;0;0;0.012;0;0;0;0;0;0;0;0.002;0;0;0;0;0.021;0.011;0;0
6968145;362178;115;4;2.169;2.447;15.584;0;1.548;0.055;0.14;2.032;0.32;0.172;0;0.096;33.935;0;0.043;0.042;0.005;0;0;0.013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.052;0.03;0;0
6967916;362286;116;4;2.122;0.85;13.007;0.176;0;0.049;0;2.222;0.053;0.057;0;0.04;13.283;0;0.064;0.024;0.009;0;0;0;0;0.003;0;0;0;0;0;0;0;0.081;0;0;0.004;0;0;0;0;0.019;0.009;0;0
6967916;362286;116;4;3.877;0.887;9.701;0.088;0;0.043;0.007;1.634;0.042;0.075;0;0.067;20.687;0;0.053;0.019;0.005;0;0;0.008;0;0;0;0;0;0;0.004;0.004;0;0;0;0;0.003;0;0;0;0;0.038;0.02;0;0
6967916;362286;116;4;2.95;1.988;27.54;2.847;0;0.217;0.071;9.744;0.355;0.095;0;0.079;16.867;0;0.018;0.019;0.005;0.003;0;0.002;0.012;0.011;0.003;0;0;0;0;0;0;0.027;0;0;0;0;0;0;0;0.007;0.009;0;0
6966167;362813;117;4;2.027;4.382;13.422;0.288;0.565;0.289;0.225;1.895;0.089;0.05;0;0.11;46.688;0.356;0.044;0.192;0.007;0;0;0.026;0;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.078;0.066;0;0
6967886;363351;118;4;2.339;0.562;2.732;0.322;17.581;0;0.047;0.187;0;0;0;0.013;9.314;0.034;0.434;100;0;0;0.01;0;0;0;0.006;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0.591;0.072
6967886;363351;118;4;1.488;0.754;10.255;0;0.469;0.05;0.088;0.25;0.053;0.008;0;0.009;0.64;0.011;0.325;85.7;0;0;0;0;0;0;0.004;0;0;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0.473;0.054
6967896;363433;119;4;2.488;0.546;4.521;0;5.76;0.074;0.085;0.932;0.026;0;0;0.007;1.559;0;0.279;73.018;0.068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.067;0;0;0;0;0;0;0;0.242;0
6967896;363433;119;4;0;0.466;41.577;0;1.212;0.042;0.054;0.162;0.019;0.013;0;0;0.325;0;0.043;21.086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.057;0
6968152;362250;120;4;1.578;2.83;7.395;0.096;5.705;0.169;0.281;25.101;0.091;0.004;0;0.522;17.914;0;0;0.3;0.069;0.002;0;0;0.01;0;0.002;0;0;0;0;0;0.055;0;0;0;0;0;0;0;0.004;0.003;0;0;0
6968152;362250;120;4;1.741;0.942;0;0.455;0.258;0.048;0;45.524;0.034;0.016;0;0.658;4.33;0;0;0.135;0.001;0.004;0;0;0.016;0.001;0.002;0;0.002;0;0;0;0.073;0;0;0;0;0;0;0;0;0;0;0;0
6967910;363559;121;4;1.423;14.467;72.251;0.042;0.98;0.072;1.708;3.496;0.166;0.006;0;0.012;1.28;0;0.001;0.002;0;0;0;0.003;0.01;0;0.008;0;0.001;0;0;0;0;0;0;0;0.017;0;0;0;0;0;0;0;0
6967698;363618;122;4;3.916;12.7;42.308;0.063;1.158;0.129;0.824;2.958;0.73;0.014;0;0.021;5.195;0.003;0.002;0.048;0;0.001;0;0.009;0.035;0.002;0.004;0;0.002;0;0;0.009;0.069;0;0;0.002;0.007;0;0;0;0;0;0;0;0
6967549;363185;123;4;2.306;8.388;47.058;0.128;0.154;0.017;1.046;5.869;0.237;0.014;0;0.083;5.08;0;0.001;0.017;0;0.002;0;0.009;0.051;0.002;0.002;0;0.001;0;0;0.003;0.102;0;0;0;0;0;0.001;0;0;0;0;0;0
6966168;362812;124;4;4.769;4.331;28.94;0.349;0.518;0.039;0.159;13.019;0.449;0.024;0;0.069;4.845;0;0.003;0.011;0;0;0;0.002;0.045;0.004;0;0;0;0;0;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0
6967549;363185;125;4;1.27;3.217;20.101;0.024;0.146;0.031;1.06;1.551;0.128;0.011;0;0.056;2.299;0;0;0.026;0;0;0;0.011;0.039;0.002;0;0;0;0;0;0;0.128;0;0;0;0;0;0;0;0;0;0;0;0
6966564;362781;126;4;2.932;6.068;35.745;0.65;0.359;0.033;1.153;3.223;0.267;0.012;0;0.054;3.125;0;0.001;0.013;0;0;0;0.009;0.054;0.003;0;0;0;0;0.003;0.011;0.081;0;0;0;0;0;0;0;0;0;0;0.004;0
6967518;363155;127;4;1.591;7.95;36.154;0.245;0.362;0.037;0.236;18.821;0.483;0.015;0;0.022;6.597;0.006;0.002;0.013;0;0;0;0.002;0.028;0.004;0.009;0.002;0.002;0;0;0.008;0;0;0;0;0.008;0;0;0;0;0;0;0;0
6967910;363559;128;4;0;6.66;23.083;0.017;3.699;0.26;0.088;3.93;0;0.034;0;0.059;25.623;0;0.015;0.074;0.003;0;0;0.003;0.001;0;0.002;0;0.003;0;0.002;0;0;0;0;0;0;0;0;0;0;0.011;0.005;0;0
6967910;363559;128;4;1.435;4.862;15.631;0;1.934;0.23;0.169;1.692;0.031;0.022;0;0.085;34.222;0;0.055;0.129;0.003;0;0;0.016;0;0;0;0;0.005;0;0;0;0;0;0;0;0;0;0.003;0;0;0.052;0.035;0;0
6966676;362712;129;4;0;4.529;18.42;0;15.277;0.323;0.012;11.286;0.343;0.003;0;0.015;10.143;0;0.004;0.013;0.001;0;0.002;0;0.008;0;0.008;0;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0.004;0;0;0
